2,1,208,2,1607360105605
2,1,1007,2,1607360560536
3,0,1684,3,1607360695334
4,0,2913,4,1607362866103
6,0,6751,6,1607362979374
3,2,1697,3,1607363014554
3,2,583,2,1607363132994
3,2,590,2,1607363705361
3,2,919,3,1607363774232
5,0,3666,5,1607363866339
5,1,2599,4,1607364105913
3,3,1190,3,1607364200536
6,0,5908,6,1607364357600
6,0,6891,6,1607364551953
